"depth","shrinkage","nTree","loss","auroc","auprc","occ.corr","det.corr","occ.MAE","det.MAE","bag.frac","nSites","nVisits"
NA,NA,1,1.54539368229596,0.81000481000481,0.654088954056716,NA,NA,NA,NA,0.9158,321,3
NA,NA,10,1.25959175250324,0.852749719416386,0.735481372771542,NA,NA,NA,NA,0.9158,321,3
NA,NA,100,0.836476028577332,0.901680829458607,0.842204110198578,NA,NA,NA,NA,0.9158,321,3
NA,NA,1000,0.262920804693045,0.984041472930362,0.959014565241806,NA,NA,NA,NA,0.9158,321,3
NA,NA,101,0.818841032504387,0.901755651755652,0.842267298775246,NA,NA,NA,NA,0.9158,321,3
NA,NA,102,0.824352111137398,0.902407674629897,0.843462471041461,NA,NA,NA,NA,0.9158,321,3
NA,NA,103,0.812210398811919,0.90234354123243,0.843163264817787,NA,NA,NA,NA,0.9158,321,3
NA,NA,104,0.830847650140572,0.902477152477152,0.843115263191857,NA,NA,NA,NA,0.9158,321,3
NA,NA,105,0.834966159986272,0.902236652236652,0.843246923193955,NA,NA,NA,NA,0.9158,321,3
NA,NA,106,0.802811659859357,0.903278819945487,0.844764817710124,NA,NA,NA,NA,0.9158,321,3
NA,NA,107,0.821637580062813,0.903241408796964,0.844412451525119,NA,NA,NA,NA,0.9158,321,3
NA,NA,108,0.799328956829174,0.904462615573727,0.845782353528485,NA,NA,NA,NA,0.9158,321,3
NA,NA,109,0.812862083100441,0.905232216343328,0.846652861729231,NA,NA,NA,NA,0.9158,321,3
NA,NA,11,1.23252854955643,0.850718828496606,0.73177607327809,NA,NA,NA,NA,0.9158,321,3
NA,NA,110,0.793067441715904,0.905408583186361,0.847351024941656,NA,NA,NA,NA,0.9158,321,3
NA,NA,111,0.791280942256297,0.905729250173695,0.848319274239711,NA,NA,NA,NA,0.9158,321,3
NA,NA,112,0.807750372778717,0.905643738977072,0.848322883025995,NA,NA,NA,NA,0.9158,321,3
NA,NA,113,0.790978926785768,0.905782694671584,0.848840298556132,NA,NA,NA,NA,0.9158,321,3
NA,NA,114,0.807239697407139,0.906001817112928,0.849242789055974,NA,NA,NA,NA,0.9158,321,3
NA,NA,115,0.815627849037544,0.905424616535728,0.848808491624014,NA,NA,NA,NA,0.9158,321,3
NA,NA,116,0.783399249188679,0.904884827107049,0.848097243093566,NA,NA,NA,NA,0.9158,321,3
NA,NA,117,0.787554865562931,0.904847415958527,0.848054382759292,NA,NA,NA,NA,0.9158,321,3
NA,NA,118,0.782622339925549,0.905264283042061,0.848633229637418,NA,NA,NA,NA,0.9158,321,3
NA,NA,119,0.80074430872926,0.905761316872428,0.849732029603765,NA,NA,NA,NA,0.9158,321,3
NA,NA,12,1.21515422822424,0.855515472182139,0.736334500087015,NA,NA,NA,NA,0.9158,321,3
NA,NA,120,0.789558227142743,0.90565442787665,0.849614961756179,NA,NA,NA,NA,0.9158,321,3
NA,NA,121,0.805883094017951,0.905852172518839,0.849971507148397,NA,NA,NA,NA,0.9158,321,3
NA,NA,122,0.786299054287473,0.907158890492224,0.851026922997037,NA,NA,NA,NA,0.9158,321,3
NA,NA,123,0.791799951367324,0.907645235423013,0.852070187732649,NA,NA,NA,NA,0.9158,321,3
NA,NA,124,0.8022650791807,0.908751536529314,0.85328277293261,NA,NA,NA,NA,0.9158,321,3
NA,NA,125,0.783361257891043,0.910541927208594,0.855068336379145,NA,NA,NA,NA,0.9158,321,3
NA,NA,126,0.772724638742666,0.911370316925872,0.855648199312785,NA,NA,NA,NA,0.9158,321,3
NA,NA,127,0.760126991034021,0.91152530596975,0.855832832069598,NA,NA,NA,NA,0.9158,321,3
NA,NA,128,0.76573167484463,0.912102506546951,0.856937404973567,NA,NA,NA,NA,0.9158,321,3
NA,NA,129,0.784350973842531,0.912091817647373,0.857272205320433,NA,NA,NA,NA,0.9158,321,3
NA,NA,13,1.20335060753559,0.857808241141575,0.744301621621827,NA,NA,NA,NA,0.9158,321,3
NA,NA,130,0.758923140754159,0.912546095879429,0.85737987732284,NA,NA,NA,NA,0.9158,321,3
NA,NA,131,0.752085005453713,0.913839452728342,0.859472912873603,NA,NA,NA,NA,0.9158,321,3
NA,NA,132,0.758740060581287,0.914301747635081,0.860257927426561,NA,NA,NA,NA,0.9158,321,3
NA,NA,133,0.769760634816409,0.914344503233392,0.860695901270198,NA,NA,NA,NA,0.9158,321,3
NA,NA,134,0.738210177585052,0.913959702848592,0.860072562368207,NA,NA,NA,NA,0.9158,321,3
NA,NA,135,0.762600196479303,0.913035113035113,0.859389365113291,NA,NA,NA,NA,0.9158,321,3
NA,NA,136,0.749110985712911,0.913270268825824,0.859932821723178,NA,NA,NA,NA,0.9158,321,3
NA,NA,137,0.773128802915194,0.913601624712736,0.860180646630582,NA,NA,NA,NA,0.9158,321,3
NA,NA,138,0.763134687642992,0.913393191170969,0.860627471693024,NA,NA,NA,NA,0.9158,321,3
NA,NA,139,0.743548100845578,0.914197530864198,0.861960463746224,NA,NA,NA,NA,0.9158,321,3
NA,NA,14,1.19088995653193,0.859911282133504,0.749840421517233,NA,NA,NA,NA,0.9158,321,3
NA,NA,140,0.742027414248597,0.914341831008498,0.86216272507433,NA,NA,NA,NA,0.9158,321,3
NA,NA,141,0.748500101829647,0.914176153065042,0.862029482360806,NA,NA,NA,NA,0.9158,321,3
NA,NA,142,0.746427184947633,0.913417241195019,0.86132517892776,NA,NA,NA,NA,0.9158,321,3
NA,NA,143,0.745785319008759,0.913251563251563,0.860959465940678,NA,NA,NA,NA,0.9158,321,3
