"depth","shrinkage","nTree","loss","auroc","auprc","occ.corr","det.corr","occ.MAE","det.MAE","bag.frac","nSites","nVisits"
NA,NA,1,0.973806958196312,0.898662158519051,0.719620070064112,NA,NA,NA,NA,0.9429,313,3
NA,NA,10,0.772300947324205,0.911237419122933,0.839372449576751,NA,NA,NA,NA,0.9429,313,3
NA,NA,100,0.331127130655807,0.936371090941769,0.874536595543395,NA,NA,NA,NA,0.9429,313,3
NA,NA,1000,0.0629314264915408,0.999876437814522,0.999125058724298,NA,NA,NA,NA,0.9429,313,3
NA,NA,101,0.324436582952669,0.935618484902948,0.873616060050366,NA,NA,NA,NA,0.9429,313,3
NA,NA,102,0.341212575556884,0.935921773903666,0.874064170881311,NA,NA,NA,NA,0.9429,313,3
NA,NA,103,0.334540873631352,0.935831910496046,0.874136496756553,NA,NA,NA,NA,0.9429,313,3
NA,NA,104,0.316134016795524,0.935640950754853,0.873248189072385,NA,NA,NA,NA,0.9429,313,3
NA,NA,105,0.309718680702428,0.935663416606758,0.873357146666962,NA,NA,NA,NA,0.9429,313,3
NA,NA,106,0.32781344190553,0.935472456865564,0.873822641200914,NA,NA,NA,NA,0.9429,313,3
NA,NA,107,0.322302579223535,0.935169167864845,0.87322103845786,NA,NA,NA,NA,0.9429,313,3
NA,NA,108,0.311761591835367,0.934472726455787,0.871321882264456,NA,NA,NA,NA,0.9429,313,3
NA,NA,109,0.313247022519452,0.934495192307692,0.871743373318373,NA,NA,NA,NA,0.9429,313,3
NA,NA,11,0.73721248359414,0.911248652048886,0.834703772779871,NA,NA,NA,NA,0.9429,313,3
NA,NA,110,0.315343252805422,0.934394095974119,0.87129435458222,NA,NA,NA,NA,0.9429,313,3
NA,NA,111,0.326359361912471,0.93448395938174,0.871795814607123,NA,NA,NA,NA,0.9429,313,3
NA,NA,112,0.318004644276144,0.934146971603163,0.871344730851509,NA,NA,NA,NA,0.9429,313,3
NA,NA,113,0.307945533250648,0.936123966570812,0.874812614187321,NA,NA,NA,NA,0.9429,313,3
NA,NA,114,0.319046979108472,0.936101500718907,0.874884577896513,NA,NA,NA,NA,0.9429,313,3
NA,NA,115,0.310584494842821,0.935966705607477,0.874579686033995,NA,NA,NA,NA,0.9429,313,3
NA,NA,116,0.30322905605768,0.937460684759166,0.880459267535389,NA,NA,NA,NA,0.9429,313,3
NA,NA,117,0.302243024501067,0.937382054277498,0.880014791519853,NA,NA,NA,NA,0.9429,313,3
NA,NA,118,0.312432651241347,0.937988632278936,0.882666618124369,NA,NA,NA,NA,0.9429,313,3
NA,NA,119,0.303664478177955,0.937921234723221,0.882738095283891,NA,NA,NA,NA,0.9429,313,3
NA,NA,12,0.74243930207449,0.91161933860532,0.835769285062084,NA,NA,NA,NA,0.9429,313,3
NA,NA,120,0.30738827600327,0.937921234723221,0.882738095283891,NA,NA,NA,NA,0.9429,313,3
NA,NA,121,0.288108505344728,0.937943700575126,0.882617076812373,NA,NA,NA,NA,0.9429,313,3
NA,NA,122,0.300623942799576,0.937954933501078,0.882652599969424,NA,NA,NA,NA,0.9429,313,3
NA,NA,123,0.296044899800836,0.938336852983465,0.883730333263604,NA,NA,NA,NA,0.9429,313,3
NA,NA,124,0.292802754472231,0.938336852983465,0.883618535376429,NA,NA,NA,NA,0.9429,313,3
NA,NA,125,0.302099127315803,0.938303154205608,0.883737063565654,NA,NA,NA,NA,0.9429,313,3
NA,NA,126,0.302335992760113,0.938235756649892,0.883711591588495,NA,NA,NA,NA,0.9429,313,3
NA,NA,127,0.300001029797061,0.944509345794392,0.888725620034887,NA,NA,NA,NA,0.9429,313,3
NA,NA,128,0.295822971132509,0.944700305535586,0.88937765139938,NA,NA,NA,NA,0.9429,313,3
NA,NA,129,0.290121521194816,0.94449811286844,0.889222936145918,NA,NA,NA,NA,0.9429,313,3
NA,NA,13,0.723786349223898,0.911877695902229,0.832172736777026,NA,NA,NA,NA,0.9429,313,3
NA,NA,130,0.29493556517155,0.948384705248023,0.889777613757789,NA,NA,NA,NA,0.9429,313,3
NA,NA,131,0.278757107685624,0.94832854061826,0.889687877435527,NA,NA,NA,NA,0.9429,313,3
NA,NA,132,0.299009754082513,0.948103882099209,0.889268649532893,NA,NA,NA,NA,0.9429,313,3
NA,NA,133,0.285227861749164,0.947867990654206,0.889066118699675,NA,NA,NA,NA,0.9429,313,3
NA,NA,134,0.273747403708961,0.947823058950395,0.888812906819624,NA,NA,NA,NA,0.9429,313,3
NA,NA,135,0.279620650869485,0.947789360172538,0.888557147362426,NA,NA,NA,NA,0.9429,313,3
NA,NA,136,0.292694411219434,0.947632099209202,0.888425631295218,NA,NA,NA,NA,0.9429,313,3
NA,NA,137,0.283158807234126,0.947598400431344,0.888242432311468,NA,NA,NA,NA,0.9429,313,3
NA,NA,138,0.290420664198066,0.947587167505392,0.888244349128018,NA,NA,NA,NA,0.9429,313,3
NA,NA,139,0.288224750013606,0.947564701653487,0.888083465381047,NA,NA,NA,NA,0.9429,313,3
NA,NA,14,0.713462090186213,0.920937050682962,0.840697266302547,NA,NA,NA,NA,0.9429,313,3
NA,NA,140,0.273157341462781,0.947531002875629,0.887791591354296,NA,NA,NA,NA,0.9429,313,3
NA,NA,141,0.276988947700259,0.953855140186916,0.890389963432534,NA,NA,NA,NA,0.9429,313,3
NA,NA,142,0.276208429020694,0.954091031631919,0.891827264468813,NA,NA,NA,NA,0.9429,313,3
NA,NA,143,0.278842431062226,0.954034867002157,0.89162482730762,NA,NA,NA,NA,0.9429,313,3
NA,NA,144,0.284385370303068,0.953596782890007,0.891449273594066,NA,NA,NA,NA,0.9429,313,3
NA,NA,145,0.282347818053882,0.953596782890007,0.891870875853061,NA,NA,NA,NA,0.9429,313,3
NA,NA,146,0.263855104750534,0.957202552120776,0.895849183746698,NA,NA,NA,NA,0.9429,313,3
NA,NA,147,0.25895358256717,0.957180086268871,0.895839940949666,NA,NA,NA,NA,0.9429,313,3
NA,NA,148,0.27594259132912,0.957157620416966,0.895919254092479,NA,NA,NA,NA,0.9429,313,3
NA,NA,149,0.275121263553914,0.957034058231488,0.895476596791289,NA,NA,NA,NA,0.9429,313,3
NA,NA,15,0.686870805919356,0.921655957943925,0.843333334037908,NA,NA,NA,NA,0.9429,313,3
NA,NA,150,0.269926724723642,0.957112688713156,0.895554454962397,NA,NA,NA,NA,0.9429,313,3
NA,NA,151,0.279202104443831,0.957938308770669,0.89825558135254,NA,NA,NA,NA,0.9429,313,3
NA,NA,152,0.263299403889509,0.95763501976995,0.897586261209442,NA,NA,NA,NA,0.9429,313,3
NA,NA,153,0.26976261668933,0.957511457584472,0.896809324092807,NA,NA,NA,NA,0.9429,313,3
NA,NA,154,0.273670823241285,0.957691184399712,0.89778093725384,NA,NA,NA,NA,0.9429,313,3
NA,NA,155,0.270464055175564,0.957460909417685,0.897418473049873,NA,NA,NA,NA,0.9429,313,3
NA,NA,156,0.261975919649881,0.95734858015816,0.89726664022112,NA,NA,NA,NA,0.9429,313,3
NA,NA,157,0.278764896786514,0.957303648454349,0.897203804815092,NA,NA,NA,NA,0.9429,313,3
NA,NA,158,0.257860323951101,0.958606667864845,0.900099420655724,NA,NA,NA,NA,0.9429,313,3
NA,NA,159,0.244802009114774,0.958651599568656,0.900183230547744,NA,NA,NA,NA,0.9429,313,3
NA,NA,16,0.655416679018774,0.920650611071172,0.8395465436589,NA,NA,NA,NA,0.9429,313,3
NA,NA,160,0.257173338312037,0.966172043493889,0.906577706143157,NA,NA,NA,NA,0.9429,313,3
NA,NA,161,0.266872857529451,0.967767118979152,0.909141385275412,NA,NA,NA,NA,0.9429,313,3
NA,NA,162,0.259182691550101,0.967733420201294,0.90885227007657,NA,NA,NA,NA,0.9429,313,3
NA,NA,163,0.26083805622404,0.970165348670022,0.913633829125904,NA,NA,NA,NA,0.9429,313,3
NA,NA,164,0.268975676114336,0.969940690150971,0.913274896913161,NA,NA,NA,NA,0.9429,313,3
NA,NA,165,0.24997152016976,0.969918224299065,0.91320862581422,NA,NA,NA,NA,0.9429,313,3
NA,NA,166,0.25410674984573,0.970232746225737,0.914630856391045,NA,NA,NA,NA,0.9429,313,3
NA,NA,167,0.25888469998985,0.970255212077642,0.915180962602696,NA,NA,NA,NA,0.9429,313,3
NA,NA,168,0.255586991048203,0.970187814521927,0.91500757194396,NA,NA,NA,NA,0.9429,313,3
NA,NA,169,0.260449843090929,0.970243979151689,0.915522045444443,NA,NA,NA,NA,0.9429,313,3
NA,NA,17,0.665124274312393,0.920515815959741,0.837868087190237,NA,NA,NA,NA,0.9429,313,3
NA,NA,170,0.248245740513072,0.973625089863408,0.918773743206698,NA,NA,NA,NA,0.9429,313,3
NA,NA,171,0.258319485018561,0.973580158159597,0.918607655915699,NA,NA,NA,NA,0.9429,313,3
NA,NA,172,0.256885450739893,0.973703720345075,0.919187738911236,NA,NA,NA,NA,0.9429,313,3
NA,NA,173,0.246986675435276,0.973602624011503,0.918849760816615,NA,NA,NA,NA,0.9429,313,3
