"depth","shrinkage","nTree","loss","auroc","auprc","occ.corr","det.corr","occ.MAE","det.MAE","bag.frac","nSites","nVisits"
NA,NA,1,0.931845451030986,0.799765966299147,0.407843844053108,NA,NA,NA,NA,0.4633,317,3
NA,NA,10,0.627656425993271,0.833300395256917,0.542746888853817,NA,NA,NA,NA,0.4633,317,3
NA,NA,100,0.33521412809967,0.917807364260454,0.774951615892521,NA,NA,NA,NA,0.4633,317,3
NA,NA,1000,0.0670594035236456,0.985552319534013,0.887768352070479,NA,NA,NA,NA,0.4633,317,3
NA,NA,101,0.356882038198699,0.917578531308508,0.773427775329023,NA,NA,NA,NA,0.4633,317,3
NA,NA,102,0.353797234609182,0.919388391928438,0.774775943422225,NA,NA,NA,NA,0.4633,317,3
NA,NA,103,0.361951134901618,0.919866860827959,0.777462325651191,NA,NA,NA,NA,0.4633,317,3
NA,NA,104,0.316648726772708,0.92215519034741,0.77753991755576,NA,NA,NA,NA,0.4633,317,3
NA,NA,105,0.36012556005589,0.922456833784065,0.777655848109865,NA,NA,NA,NA,0.4633,317,3
NA,NA,106,0.307844061257696,0.922498439775328,0.777681834356709,NA,NA,NA,NA,0.4633,317,3
NA,NA,107,0.40186865100953,0.922061576867069,0.777921099980011,NA,NA,NA,NA,0.4633,317,3
NA,NA,108,0.369529985909703,0.921583107967547,0.778846795451513,NA,NA,NA,NA,0.4633,317,3
NA,NA,109,0.362650016217216,0.921437486998128,0.778541225675961,NA,NA,NA,NA,0.4633,317,3
NA,NA,11,0.568389603058603,0.833976492614937,0.541267358637237,NA,NA,NA,NA,0.4633,317,3
NA,NA,110,0.392574362182341,0.921687122945704,0.781611044782856,NA,NA,NA,NA,0.4633,317,3
NA,NA,111,0.303018819555324,0.926726648637404,0.786150619557959,NA,NA,NA,NA,0.4633,317,3
NA,NA,112,0.40879080333259,0.928598918244227,0.786442995345104,NA,NA,NA,NA,0.4633,317,3
NA,NA,113,0.281501024688773,0.928328479301019,0.78612543850676,NA,NA,NA,NA,0.4633,317,3
NA,NA,114,0.321213511287356,0.928422092781361,0.786600118670048,NA,NA,NA,NA,0.4633,317,3
NA,NA,115,0.306648065413446,0.928266070314125,0.785529262351902,NA,NA,NA,NA,0.4633,317,3
NA,NA,116,0.266453348777075,0.928370085292282,0.784686815242186,NA,NA,NA,NA,0.4633,317,3
NA,NA,117,0.314975905057037,0.9281828583316,0.786061600806071,NA,NA,NA,NA,0.4633,317,3
NA,NA,118,0.312312788415425,0.928276471811941,0.786023219388698,NA,NA,NA,NA,0.4633,317,3
NA,NA,119,0.352264706437848,0.929316621593509,0.787101407517249,NA,NA,NA,NA,0.4633,317,3
NA,NA,12,0.684369540552361,0.835255876846266,0.546554244821569,NA,NA,NA,NA,0.4633,317,3
NA,NA,120,0.320440297388357,0.92955585604327,0.787455471657527,NA,NA,NA,NA,0.4633,317,3
NA,NA,121,0.315261087144682,0.932437070938215,0.790832074563804,NA,NA,NA,NA,0.4633,317,3
NA,NA,122,0.352541470832723,0.932395464946952,0.791366472789859,NA,NA,NA,NA,0.4633,317,3
NA,NA,123,0.280159900634342,0.933248387767839,0.793545944954338,NA,NA,NA,NA,0.4633,317,3
NA,NA,124,0.332793156177968,0.934964634907427,0.795858395469776,NA,NA,NA,NA,0.4633,317,3
NA,NA,125,0.277080643718408,0.934465363012274,0.794860186436163,NA,NA,NA,NA,0.4633,317,3
NA,NA,126,0.245951576286665,0.93570314125234,0.796984813227092,NA,NA,NA,NA,0.4633,317,3
NA,NA,127,0.321430654406151,0.936020386935719,0.798418069694488,NA,NA,NA,NA,0.4633,317,3
NA,NA,128,0.255266112908352,0.935739546494695,0.796319399075041,NA,NA,NA,NA,0.4633,317,3
NA,NA,129,0.305630119716852,0.93589556896193,0.797611496050333,NA,NA,NA,NA,0.4633,317,3
NA,NA,13,0.671386248735188,0.838823590597046,0.550492120916512,NA,NA,NA,NA,0.4633,317,3
NA,NA,130,0.31125737000663,0.939926149365509,0.799738062283826,NA,NA,NA,NA,0.4633,317,3
NA,NA,131,0.282401015132324,0.93987414187643,0.800208660197529,NA,NA,NA,NA,0.4633,317,3
NA,NA,132,0.330991265043924,0.938345121697524,0.799940374358497,NA,NA,NA,NA,0.4633,317,3
NA,NA,133,0.278683370035382,0.938532348658207,0.799456478395998,NA,NA,NA,NA,0.4633,317,3
NA,NA,134,0.324366403704679,0.938677969627626,0.800946745026933,NA,NA,NA,NA,0.4633,317,3
NA,NA,135,0.278461330996654,0.938719575618889,0.802070203980882,NA,NA,NA,NA,0.4633,317,3
NA,NA,136,0.330581328206235,0.938865196588309,0.801331211728495,NA,NA,NA,NA,0.4633,317,3
NA,NA,137,0.364023558068243,0.938771583107967,0.802356817225488,NA,NA,NA,NA,0.4633,317,3
NA,NA,138,0.333846934299899,0.938147493239026,0.801659682977514,NA,NA,NA,NA,0.4633,317,3
NA,NA,139,0.26552185285849,0.93804347826087,0.798802815847375,NA,NA,NA,NA,0.4633,317,3
NA,NA,14,0.590235920075533,0.856901393800707,0.566775550954773,NA,NA,NA,NA,0.4633,317,3
NA,NA,140,0.335273178626916,0.937731433326399,0.795855656199663,NA,NA,NA,NA,0.4633,317,3
NA,NA,141,0.292732459229417,0.937585812356979,0.794648309523055,NA,NA,NA,NA,0.4633,317,3
NA,NA,142,0.228684995134998,0.939187643020595,0.796114090068123,NA,NA,NA,NA,0.4633,317,3
NA,NA,143,0.302230809387125,0.939634907426669,0.797637715842408,NA,NA,NA,NA,0.4633,317,3
NA,NA,144,0.380647843787492,0.940966299147077,0.799618867528541,NA,NA,NA,NA,0.4633,317,3
NA,NA,145,0.305222964285849,0.942256084876222,0.802247617346097,NA,NA,NA,NA,0.4633,317,3
NA,NA,146,0.278782555154125,0.94245371333472,0.802878171061936,NA,NA,NA,NA,0.4633,317,3
NA,NA,147,0.250016418844052,0.943150613688371,0.802854627438145,NA,NA,NA,NA,0.4633,317,3
NA,NA,148,0.290365853600822,0.944211566465571,0.806412175153308,NA,NA,NA,NA,0.4633,317,3
NA,NA,149,0.289955784974498,0.944305179945912,0.80630287695768,NA,NA,NA,NA,0.4633,317,3
NA,NA,15,0.645237155607205,0.850936134803412,0.578836239852614,NA,NA,NA,NA,0.4633,317,3
NA,NA,150,0.265147559588745,0.94419076346994,0.805485698204846,NA,NA,NA,NA,0.4633,317,3
NA,NA,151,0.229750122349319,0.944461202413147,0.806821376110904,NA,NA,NA,NA,0.4633,317,3
NA,NA,152,0.325009931384505,0.945558560432702,0.8041783201365,NA,NA,NA,NA,0.4633,317,3
NA,NA,153,0.282224092802578,0.948008113168296,0.808464139011312,NA,NA,NA,NA,0.4633,317,3
NA,NA,154,0.288566504357624,0.947019970875806,0.807212337608125,NA,NA,NA,NA,0.4633,317,3
NA,NA,155,0.292330225090554,0.94768566673601,0.808664721395964,NA,NA,NA,NA,0.4633,317,3
NA,NA,156,0.345803540437031,0.947737674225088,0.808791372202847,NA,NA,NA,NA,0.4633,317,3
NA,NA,157,0.257169294466473,0.947508841273143,0.807984360522791,NA,NA,NA,NA,0.4633,317,3
NA,NA,158,0.303476421997249,0.94768566673601,0.808926237976461,NA,NA,NA,NA,0.4633,317,3
NA,NA,159,0.313188014390265,0.9486738090285,0.810388244193384,NA,NA,NA,NA,0.4633,317,3
NA,NA,16,0.633316620017788,0.854254212606615,0.588629264153404,NA,NA,NA,NA,0.4633,317,3
NA,NA,160,0.247887628419988,0.9486738090285,0.81118836353688,NA,NA,NA,NA,0.4633,317,3
NA,NA,161,0.318091627968299,0.948699812773039,0.812317577438366,NA,NA,NA,NA,0.4633,317,3
NA,NA,162,0.286679324758508,0.946567505720824,0.8095025389239,NA,NA,NA,NA,0.4633,317,3
NA,NA,163,0.304241847219847,0.9476128562513,0.812075639583497,NA,NA,NA,NA,0.4633,317,3
NA,NA,164,0.236202889347966,0.948008113168296,0.814756732031844,NA,NA,NA,NA,0.4633,317,3
NA,NA,165,0.267912621282309,0.949339504888704,0.814107431146664,NA,NA,NA,NA,0.4633,317,3
NA,NA,166,0.231732225258745,0.949817973788226,0.815855617807153,NA,NA,NA,NA,0.4633,317,3
NA,NA,167,0.265872214506811,0.949682754316622,0.814831366730297,NA,NA,NA,NA,0.4633,317,3
NA,NA,168,0.209145079107422,0.950026003744539,0.816752578099022,NA,NA,NA,NA,0.4633,317,3
NA,NA,169,0.239679152962386,0.949516330351571,0.816586603480105,NA,NA,NA,NA,0.4633,317,3
NA,NA,17,0.641629233827519,0.858144372789682,0.604882665944259,NA,NA,NA,NA,0.4633,317,3
NA,NA,170,0.229075347075675,0.950816517578531,0.814215262277122,NA,NA,NA,NA,0.4633,317,3
NA,NA,171,0.300505603541847,0.94874661951321,0.81242813786164,NA,NA,NA,NA,0.4633,317,3
NA,NA,172,0.304760276265022,0.948788225504473,0.812903861177347,NA,NA,NA,NA,0.4633,317,3
NA,NA,173,0.216462848509464,0.9492042854171,0.811379219612449,NA,NA,NA,NA,0.4633,317,3
NA,NA,174,0.214312637671504,0.949006656958602,0.810636539649418,NA,NA,NA,NA,0.4633,317,3
NA,NA,175,0.295402534318885,0.949630746827543,0.813800355351348,NA,NA,NA,NA,0.4633,317,3
NA,NA,176,0.249647890643552,0.949828375286041,0.815257699958803,NA,NA,NA,NA,0.4633,317,3
NA,NA,177,0.249609397504201,0.949963594757645,0.815641306470137,NA,NA,NA,NA,0.4633,317,3
NA,NA,178,0.258756485840616,0.954342625338049,0.808320824203552,NA,NA,NA,NA,0.4633,317,3
NA,NA,179,0.275982688442413,0.954956313709174,0.807771742979735,NA,NA,NA,NA,0.4633,317,3
NA,NA,18,0.61450859521371,0.86400561680882,0.607340938103218,NA,NA,NA,NA,0.4633,317,3
NA,NA,180,0.246080724786047,0.955216351154566,0.809161023334091,NA,NA,NA,NA,0.4633,317,3
NA,NA,181,0.270543845758186,0.955876846265862,0.811353151059842,NA,NA,NA,NA,0.4633,317,3
NA,NA,182,0.283226725382013,0.955887247763678,0.811997350995844,NA,NA,NA,NA,0.4633,317,3
NA,NA,183,0.20852426833077,0.955315165383815,0.806962397299197,NA,NA,NA,NA,0.4633,317,3
