2.017000000000000000e+03,1.540000000000000000e+02,6.166666667000000324e+00
2.017000000000000000e+03,1.540000000000000000e+02,6.033333332999999854e+00
2.017000000000000000e+03,1.540000000000000000e+02,5.833333332999999676e+00
2.017000000000000000e+03,1.740000000000000000e+02,1.061666667000000075e+01
2.017000000000000000e+03,1.740000000000000000e+02,1.051666666999999933e+01
2.017000000000000000e+03,1.740000000000000000e+02,1.041666666999999968e+01
2.016000000000000000e+03,1.410000000000000000e+02,8.733333332999999143e+00
2.016000000000000000e+03,1.410000000000000000e+02,8.533333332999999854e+00
2.016000000000000000e+03,1.410000000000000000e+02,8.900000000000000355e+00
2.016000000000000000e+03,1.410000000000000000e+02,9.066666666999999791e+00
2.016000000000000000e+03,1.410000000000000000e+02,8.400000000000000355e+00
2.016000000000000000e+03,1.410000000000000000e+02,8.266666667000000857e+00
2.018000000000000000e+03,1.540000000000000000e+02,8.550000000000000711e+00
2.018000000000000000e+03,1.540000000000000000e+02,8.650000000000000355e+00
2.018000000000000000e+03,1.540000000000000000e+02,8.750000000000000000e+00
2.018000000000000000e+03,1.800000000000000000e+02,6.716666667000000146e+00
2.018000000000000000e+03,1.800000000000000000e+02,6.450000000000000178e+00
2.018000000000000000e+03,1.800000000000000000e+02,6.233333332999999143e+00
2.017000000000000000e+03,1.540000000000000000e+02,6.233333332999999143e+00
2.017000000000000000e+03,1.540000000000000000e+02,5.916666667000000324e+00
2.017000000000000000e+03,1.540000000000000000e+02,5.750000000000000000e+00
2.017000000000000000e+03,1.540000000000000000e+02,6.000000000000000000e+00
2.017000000000000000e+03,1.540000000000000000e+02,5.900000000000000355e+00
2.017000000000000000e+03,1.540000000000000000e+02,5.799999999999999822e+00
2.016000000000000000e+03,1.430000000000000000e+02,8.349999999999999645e+00
2.016000000000000000e+03,1.430000000000000000e+02,8.233333332999999143e+00
2.016000000000000000e+03,1.430000000000000000e+02,7.983333332999999143e+00
2.016000000000000000e+03,1.410000000000000000e+02,9.866666667000000501e+00
2.016000000000000000e+03,1.410000000000000000e+02,1.006666667000000004e+01
2.016000000000000000e+03,1.410000000000000000e+02,1.023333333000000067e+01
2.017000000000000000e+03,1.540000000000000000e+02,5.533333332999999854e+00
2.017000000000000000e+03,1.540000000000000000e+02,5.333333332999999676e+00
2.017000000000000000e+03,1.540000000000000000e+02,5.433333332999999321e+00
2.016000000000000000e+03,1.430000000000000000e+02,6.283333332999999854e+00
2.016000000000000000e+03,1.430000000000000000e+02,6.866666667000000501e+00
2.016000000000000000e+03,1.430000000000000000e+02,6.083333332999999676e+00
2.016000000000000000e+03,1.410000000000000000e+02,6.066666667000000679e+00
2.016000000000000000e+03,1.410000000000000000e+02,5.916666667000000324e+00
2.016000000000000000e+03,1.410000000000000000e+02,5.616666667000000501e+00
2.017000000000000000e+03,1.740000000000000000e+02,8.300000000000000711e+00
2.017000000000000000e+03,1.740000000000000000e+02,8.500000000000000000e+00
2.017000000000000000e+03,1.740000000000000000e+02,8.400000000000000355e+00
2.016000000000000000e+03,1.400000000000000000e+02,1.009999999999999964e+01
2.016000000000000000e+03,1.400000000000000000e+02,9.566666666999999791e+00
2.016000000000000000e+03,1.400000000000000000e+02,9.300000000000000711e+00
2.017000000000000000e+03,1.740000000000000000e+02,9.116666667000000501e+00
2.017000000000000000e+03,1.740000000000000000e+02,9.250000000000000000e+00
2.017000000000000000e+03,1.740000000000000000e+02,8.066666666999999791e+00
2.016000000000000000e+03,1.400000000000000000e+02,1.275000000000000000e+01
2.016000000000000000e+03,1.400000000000000000e+02,1.091666666999999968e+01
2.016000000000000000e+03,1.400000000000000000e+02,1.073333333000000067e+01
2.018000000000000000e+03,1.540000000000000000e+02,7.816666667000000679e+00
2.018000000000000000e+03,1.540000000000000000e+02,7.983333332999999143e+00
2.018000000000000000e+03,1.540000000000000000e+02,8.599999999999999645e+00
2.018000000000000000e+03,1.540000000000000000e+02,7.533333332999999854e+00
2.018000000000000000e+03,1.540000000000000000e+02,7.366666667000000501e+00
2.018000000000000000e+03,1.540000000000000000e+02,7.250000000000000000e+00
2.016000000000000000e+03,1.400000000000000000e+02,7.083333332999999676e+00
2.016000000000000000e+03,1.400000000000000000e+02,6.966666667000000146e+00
2.016000000000000000e+03,1.400000000000000000e+02,6.816666667000000679e+00
2.016000000000000000e+03,1.410000000000000000e+02,1.058333333000000032e+01
2.016000000000000000e+03,1.410000000000000000e+02,9.966666667000000146e+00
2.016000000000000000e+03,1.410000000000000000e+02,9.800000000000000711e+00
2.016000000000000000e+03,1.430000000000000000e+02,7.450000000000000178e+00
2.016000000000000000e+03,1.430000000000000000e+02,6.400000000000000355e+00
2.016000000000000000e+03,1.430000000000000000e+02,6.566666667000000679e+00
2.016000000000000000e+03,1.430000000000000000e+02,7.216666667000000146e+00
2.016000000000000000e+03,1.430000000000000000e+02,6.766666667000000857e+00
2.016000000000000000e+03,1.430000000000000000e+02,7.000000000000000000e+00
2.016000000000000000e+03,1.410000000000000000e+02,7.516666667000000857e+00
2.016000000000000000e+03,1.410000000000000000e+02,7.700000000000000178e+00
2.016000000000000000e+03,1.410000000000000000e+02,8.000000000000000000e+00
2.016000000000000000e+03,1.410000000000000000e+02,1.409999999999999964e+01
2.016000000000000000e+03,1.410000000000000000e+02,1.394999999999999929e+01
2.016000000000000000e+03,1.410000000000000000e+02,1.375000000000000000e+01
2.016000000000000000e+03,1.410000000000000000e+02,1.453333332999999961e+01
2.016000000000000000e+03,1.410000000000000000e+02,1.344999999999999929e+01
2.016000000000000000e+03,1.410000000000000000e+02,1.331666667000000004e+01
2.019000000000000000e+03,1.520000000000000000e+02,8.633333332999999499e+00
2.019000000000000000e+03,1.520000000000000000e+02,8.516666667000000857e+00
2.019000000000000000e+03,1.520000000000000000e+02,8.416666667000001212e+00
2.016000000000000000e+03,1.420000000000000000e+02,5.349999999999999645e+00
2.016000000000000000e+03,1.420000000000000000e+02,5.650000000000000355e+00
2.016000000000000000e+03,1.420000000000000000e+02,5.783333332999999854e+00
2.016000000000000000e+03,1.410000000000000000e+02,1.506666667000000004e+01
2.016000000000000000e+03,1.410000000000000000e+02,1.584999999999999964e+01
2.016000000000000000e+03,1.410000000000000000e+02,1.600000000000000000e+01
2.017000000000000000e+03,1.550000000000000000e+02,8.516666667000000857e+00
2.017000000000000000e+03,1.550000000000000000e+02,8.716666667000000146e+00
2.017000000000000000e+03,1.550000000000000000e+02,8.616666667000000501e+00
2.016000000000000000e+03,1.420000000000000000e+02,6.000000000000000000e+00
2.016000000000000000e+03,1.420000000000000000e+02,7.150000000000000355e+00
2.016000000000000000e+03,1.420000000000000000e+02,6.216666667000000146e+00
2.017000000000000000e+03,1.550000000000000000e+02,8.099999999999999645e+00
2.017000000000000000e+03,1.550000000000000000e+02,8.000000000000000000e+00
2.017000000000000000e+03,1.550000000000000000e+02,7.900000000000000355e+00
2.016000000000000000e+03,1.420000000000000000e+02,6.599999999999999645e+00
2.016000000000000000e+03,1.420000000000000000e+02,6.783333332999999854e+00
2.016000000000000000e+03,1.420000000000000000e+02,6.966666667000000146e+00
2.016000000000000000e+03,1.420000000000000000e+02,8.900000000000000355e+00
2.016000000000000000e+03,1.420000000000000000e+02,8.583333332999998788e+00
2.016000000000000000e+03,1.420000000000000000e+02,8.333333332999998788e+00
2.017000000000000000e+03,1.550000000000000000e+02,6.549999999999999822e+00
2.017000000000000000e+03,1.550000000000000000e+02,6.433333332999999321e+00
