1.338818781282649866e+02,6.735545868668749847e+01,1.113240955602799886e+03,8.993879167113748574e-01,1.209967955563280073e+00,2.201768088812340041e-01,9.842805350469739645e-02,3.039964997756500198e-01,4.023700149407769683e-02,2.111377177899069826e-02,4.628303375148110077e-02,7.855468832250829792e+01,4.038482713756780251e-02,4.870106649353939804e-02,7.819993525563559444e+01,1.338662174188319787e-01,5.019170960987209829e-02,5.583761058951369760e-02,1.103080955478630045e+02,8.557619415639190663e+01,5.270721998722979751e-02,5.738938062454870120e-02,1.199360299534539962e+02,8.416086699589141062e+01,5.035627107545800202e-02,5.515982092424579625e-02,1.393141802704519989e+02,8.717477452620659051e+01
2.568206572649980330e+02,7.081383506012339346e+00,1.370653815129540135e+03,4.020350584940890037e+00,3.990178844331620400e+00,6.770861148240789329e-02,1.745997925028119901e-02,4.081687946903829745e-01,6.019949783073069716e-02,7.011430055405779710e-03,3.895529503239290176e-02,1.728571450965549872e+01,8.881715032836919044e-02,5.835352393262480120e-02,5.990743741503009545e+01,3.390509465228729730e-02,9.353747625367360430e-02,5.868156710398420017e-02,2.040099992528800215e+02,1.069991128152259989e+02,8.232783391778709936e-02,5.312134069195090236e-02,1.827002199915969811e+02,1.250396470282159953e+02,7.198068990192210692e-02,5.153108771703399787e-02,1.751197237036970193e+02,1.322385210307569992e+02
1.923332333333330268e+02,2.914784999999999471e+01,1.361763999999999896e+03,4.100685666666669782e+00,1.827824100000000174e+00,4.835557666666671639e-01,5.949797999999999892e-02,2.610006333333330097e-01,2.025466000000000072e-02,1.585554633333330007e-02,2.266517999999999658e-02,4.497326999999999231e+01,2.798859999999999196e-02,2.917690333333329902e-02,5.312194333333329865e+01,8.652211333333330312e-02,3.346463999999999689e-02,3.347684333333329765e-02,1.651476000000000113e+02,4.903479333333330459e+01,3.112017333333329597e-02,3.247636666666670058e-02,1.659623666666670090e+02,4.677109999999999701e+01,3.215995666666669750e-02,3.264587666666669830e-02,1.641012000000000057e+02,5.564282333333330399e+01
1.087601866666670247e+02,4.916907800000000606e+01,1.694276666666669598e+03,4.355397566666669995e+00,1.860013433333330246e+00,1.343041633333330077e-02,1.175307466666670152e-02,4.366282666666670420e-01,1.984721333333330090e-02,4.675991333333329690e-03,1.879710333333330097e-02,7.660837666666670032e+01,2.487963666666670112e-02,1.878849999999999965e-02,9.881443666666670822e+01,1.247536333333329993e-02,3.790992666666669758e-02,1.851274333333330011e-02,1.663910999999999945e+02,1.215059666666670068e+02,3.712568000000000118e-02,1.638225000000000098e-02,1.781500000000000057e+02,1.314414666666669973e+02,3.872408666666669885e-02,1.461560666666670248e-02,1.685509999999999877e+02,1.331239666666670018e+02
2.392369956530120305e+02,1.046599950300110038e+01,3.762986474110539916e+02,9.416791439533509944e+00,6.214881863810219897e+00,3.209974367746459833e-01,5.873373798296659815e-02,3.397262396469800105e-01,2.868213375064719919e-02,1.996328538183760049e-02,2.652573712678510040e-02,3.849262567270470470e+01,4.420592232970049773e-02,4.142617186363699994e-02,5.396089230611280385e+01,1.546909095778990217e-01,5.852775585812360765e-02,6.026939821662530283e-02,2.216904648907389799e+02,7.530433417682669983e+01,5.971859454075349044e-02,5.998085230625400249e-02,1.837555626303250165e+02,9.753168745196690281e+01,6.654966963170019789e-02,5.884727832184308977e-02,1.909554283170249676e+02,1.104140056384130020e+02
3.022468666666669606e+02,3.772942166666670261e+01,1.595283333333330120e+03,2.976997333333330165e+00,1.088325866666669972e+00,2.372381666666669719e-01,5.654210999999999959e-02,2.954105333333330030e-01,2.377363666666669831e-02,1.403597000000000004e-02,2.778774333333329863e-02,5.086954000000000065e+01,2.705043999999999851e-02,3.055547666666670256e-02,6.442681333333329974e+01,9.182653666666669434e-02,3.430272333333329871e-02,3.541125666666670307e-02,2.637071666666669785e+02,9.647348666666670169e+01,4.665161666666670093e-02,4.656071333333330203e-02,2.355732333333329791e+02,1.199579666666670050e+02,5.804910666666670410e-02,5.898917000000000049e-02,2.085870666666669706e+02,1.204657666666669940e+02
1.495821533333329967e+02,2.483830333333330032e+01,1.401760333333329982e+03,3.196302999999999894e+00,2.130063799999999841e+00,1.991428999999999838e-01,4.270356333333329840e-02,2.956584666666669525e-01,2.103053666666669999e-02,9.311671000000000531e-03,2.024369333333329857e-02,4.577405999999999864e+01,2.499880000000000158e-02,2.525037666666669900e-02,7.571364333333329455e+01,7.099178000000000432e-02,3.034604999999999941e-02,2.835013666666670248e-02,1.636659333333329869e+02,9.345682666666670002e+01,3.362957999999999920e-02,3.136106666666670095e-02,1.923348000000000013e+02,8.377556666666659169e+01,3.576376666666670340e-02,3.601821666666669974e-02,2.063120000000000118e+02,7.476036999999999466e+01
2.360629609368479862e+02,1.946987505024319987e+01,4.098371443820309992e+02,4.507380499680019525e+00,2.230144664300130142e+00,2.350453646001689767e-01,8.612284674721309985e-02,3.882990297457410978e-01,3.350911311974290319e-02,3.000106035770100030e-02,3.816837217804640303e-02,2.031167389370660104e+01,5.049745983656530463e-02,5.368616241391149790e-02,3.005291916033739952e+01,1.384061906455630320e-01,6.025078476382830089e-02,6.388370317774098861e-02,2.227810464831989918e+02,4.995329360776108985e+01,7.044657215086319590e-02,7.464493053858939353e-02,2.277798520771700339e+02,5.500980864998789599e+01,7.630080740279550355e-02,7.273965510760600772e-02,2.092782795134509968e+02,7.676140665159630316e+01
1.298835908057760093e+02,8.148991323415890520e+01,8.147562396548688639e+02,1.328295223778449952e+01,8.083955075150049296e+00,6.134638785268450301e-01,6.044918918494399801e-02,2.527479271848410147e-01,3.946123745383080250e-02,1.728949353249499901e-02,2.561734532048039539e-02,9.432960053648470478e+01,4.125669512893029994e-02,2.372807763782540033e-02,1.059504500662119995e+02,5.364698634213940082e-02,4.337853667793090118e-02,2.310275243204399850e-02,1.482246657983299940e+02,1.119897749371190088e+02,4.369057053211459346e-02,2.358310668895750514e-02,1.489450426179350018e+02,9.879856023188010283e+01,4.378844424164989729e-02,2.998371276320509551e-02,1.558111112315179980e+02,8.772364553377751406e+01
2.976045153906700307e+02,1.843498687794239643e+01,1.400365108589699958e+03,2.647539619018259849e+00,9.725587438237699445e-01,9.585117123826930249e-03,9.722735476730040571e-03,3.499596643418099728e-01,1.036304429863220064e-02,3.472021119212919966e-03,6.943836771467840237e-03,1.747387818292710193e+01,2.083675335234699832e-02,9.291145653198679827e-03,1.886323565394500079e+01,2.341547155592440047e-02,3.533638544175199403e-02,1.545972537766959927e-02,2.859105727152299892e+02,4.208805986142920830e+01,6.315427574625620544e-02,2.165298986877670084e-02,2.606630999757990139e+02,7.564603149328689824e+01,8.631736332815970192e-02,2.575394864263240088e-02,2.476817109341439789e+02,8.844807364860578502e+01
