"depth","shrinkage","nTree","loss","auroc","auprc","occ.corr","det.corr","occ.MAE","det.MAE","bag.frac","nSites","nVisits"
NA,NA,1,1.06516490851279,0.814700318598168,0.453139372708023,NA,NA,NA,NA,0.4268,319,3
NA,NA,10,0.980257673812071,0.866203703703704,0.592210342504567,NA,NA,NA,NA,0.4268,319,3
NA,NA,100,0.596857705734439,0.886827956989247,0.673832189371409,NA,NA,NA,NA,0.4268,319,3
NA,NA,1000,0.42642598429148,0.926672640382318,0.752440112765095,NA,NA,NA,NA,0.4268,319,3
NA,NA,101,0.75215216125506,0.886608920748706,0.672437123818747,NA,NA,NA,NA,0.4268,319,3
NA,NA,102,0.603375394319049,0.886937475109518,0.672282374698327,NA,NA,NA,NA,0.4268,319,3
NA,NA,103,0.663868185520308,0.886300278773397,0.669220692328001,NA,NA,NA,NA,0.4268,319,3
NA,NA,104,0.704172155955718,0.887335722819594,0.671657858204868,NA,NA,NA,NA,0.4268,319,3
NA,NA,105,0.708292418073655,0.887056949422541,0.671904155198557,NA,NA,NA,NA,0.4268,319,3
NA,NA,106,0.694300257572289,0.887649342891278,0.671542262936268,NA,NA,NA,NA,0.4268,319,3
NA,NA,107,0.716776198335745,0.887171445639188,0.670997425380513,NA,NA,NA,NA,0.4268,319,3
NA,NA,108,0.604159681461315,0.885827359617682,0.666277907871188,NA,NA,NA,NA,0.4268,319,3
NA,NA,109,0.520576405832701,0.885578454798885,0.666046880530841,NA,NA,NA,NA,0.4268,319,3
NA,NA,11,1.02274160558961,0.86673636001593,0.594614126446621,NA,NA,NA,NA,0.4268,319,3
NA,NA,110,0.640616923081096,0.886116089207487,0.66872276266509,NA,NA,NA,NA,0.4268,319,3
NA,NA,111,0.552559852559561,0.88602648347272,0.668629829608824,NA,NA,NA,NA,0.4268,319,3
NA,NA,112,0.780805985182195,0.886106133014735,0.667358902109372,NA,NA,NA,NA,0.4268,319,3
NA,NA,113,0.777237753046127,0.888595181202708,0.66967446321628,NA,NA,NA,NA,0.4268,319,3
NA,NA,114,0.689032278861471,0.888485663082437,0.668991776639565,NA,NA,NA,NA,0.4268,319,3
NA,NA,115,0.749978586256428,0.888206889685384,0.668155339480647,NA,NA,NA,NA,0.4268,319,3
NA,NA,116,0.558554762438082,0.888983472720032,0.671356620299674,NA,NA,NA,NA,0.4268,319,3
NA,NA,117,0.656191279239672,0.888495619275189,0.667773352662672,NA,NA,NA,NA,0.4268,319,3
NA,NA,118,0.640535854663212,0.88765929908403,0.665828457531645,NA,NA,NA,NA,0.4268,319,3
NA,NA,119,0.619042874020378,0.888017722023098,0.667603674308112,NA,NA,NA,NA,0.4268,319,3
NA,NA,12,0.976787646090511,0.867562724014337,0.620968661903309,NA,NA,NA,NA,0.4268,319,3
NA,NA,120,0.705109539692301,0.891547192353644,0.668883833370071,NA,NA,NA,NA,0.4268,319,3
NA,NA,121,0.594894067742033,0.891447630426125,0.668641424751367,NA,NA,NA,NA,0.4268,319,3
NA,NA,122,0.58945641028396,0.890820390282756,0.666238303073437,NA,NA,NA,NA,0.4268,319,3
NA,NA,123,0.655868469240818,0.890870171246515,0.66632738058825,NA,NA,NA,NA,0.4268,319,3
NA,NA,124,0.584731394004109,0.890452011150936,0.663860097078282,NA,NA,NA,NA,0.4268,319,3
NA,NA,125,0.58480653760002,0.890561529271207,0.663936446605269,NA,NA,NA,NA,0.4268,319,3
NA,NA,126,0.697943266860785,0.890531660692951,0.664049125226432,NA,NA,NA,NA,0.4268,319,3
NA,NA,127,0.597137855653628,0.894812823576264,0.66388197288991,NA,NA,NA,NA,0.4268,319,3
NA,NA,128,0.597174813900975,0.894882516925528,0.664434635156724,NA,NA,NA,NA,0.4268,319,3
NA,NA,129,0.572443809707695,0.894324970131422,0.662052876614615,NA,NA,NA,NA,0.4268,319,3
NA,NA,13,0.989734444091696,0.868916766228594,0.631698928994485,NA,NA,NA,NA,0.4268,319,3
NA,NA,130,0.663318979233661,0.894723217841497,0.664072300042223,NA,NA,NA,NA,0.4268,319,3
NA,NA,131,0.635918991130127,0.894424532058941,0.662406389715462,NA,NA,NA,NA,0.4268,319,3
NA,NA,132,0.633406196896323,0.89394663480685,0.659964726462458,NA,NA,NA,NA,0.4268,319,3
NA,NA,133,0.719717654867766,0.893782357626444,0.661253654135964,NA,NA,NA,NA,0.4268,319,3
NA,NA,134,0.738545066975948,0.893593189964158,0.660396133939674,NA,NA,NA,NA,0.4268,319,3
