"depth","shrinkage","nTree","loss","auroc","auprc","occ.corr","det.corr","occ.MAE","det.MAE","bag.frac","nSites","nVisits"
NA,NA,1,1.55328890364249,0.817364117364117,0.639416925229029,NA,NA,NA,NA,0.9158,321,3
NA,NA,10,1.2271490080961,0.862278873389985,0.741602746523746,NA,NA,NA,NA,0.9158,321,3
NA,NA,100,0.835919072637766,0.911990273101384,0.850486258552234,NA,NA,NA,NA,0.9158,321,3
NA,NA,1000,0.265970579055268,0.984805729250174,0.95999451037819,NA,NA,NA,NA,0.9158,321,3
NA,NA,101,0.820241586941596,0.913176740954519,0.851993851305468,NA,NA,NA,NA,0.9158,321,3
NA,NA,102,0.787338540539708,0.913660413660414,0.852522518728435,NA,NA,NA,NA,0.9158,321,3
NA,NA,103,0.792498709438012,0.913697824808936,0.85302992579741,NA,NA,NA,NA,0.9158,321,3
NA,NA,104,0.797903023337672,0.913943669499225,0.853126828363097,NA,NA,NA,NA,0.9158,321,3
NA,NA,105,0.802358216750244,0.913633691411469,0.852891343032785,NA,NA,NA,NA,0.9158,321,3
NA,NA,106,0.831271996426339,0.914275025386136,0.854120308208186,NA,NA,NA,NA,0.9158,321,3
NA,NA,107,0.803449886601777,0.914462081128748,0.854411027918268,NA,NA,NA,NA,0.9158,321,3
NA,NA,108,0.800103580450079,0.915568382235049,0.855957588396395,NA,NA,NA,NA,0.9158,321,3
NA,NA,109,0.801643567556404,0.916065416065416,0.856733738001438,NA,NA,NA,NA,0.9158,321,3
NA,NA,11,1.23718367821974,0.862610229276896,0.742888236339215,NA,NA,NA,NA,0.9158,321,3
NA,NA,110,0.784131385578769,0.916968628079739,0.857513193063184,NA,NA,NA,NA,0.9158,321,3
NA,NA,111,0.792301446236381,0.917348084014751,0.858481633433,NA,NA,NA,NA,0.9158,321,3
NA,NA,112,0.80540955939206,0.916931216931217,0.858369530152009,NA,NA,NA,NA,0.9158,321,3
NA,NA,113,0.79396075492951,0.917949334616001,0.860708109650546,NA,NA,NA,NA,0.9158,321,3
NA,NA,114,0.819446507632318,0.918029501362835,0.861272559157007,NA,NA,NA,NA,0.9158,321,3
NA,NA,115,0.79058592957047,0.917687456576345,0.860563072342494,NA,NA,NA,NA,0.9158,321,3
NA,NA,116,0.798791317415237,0.91747367858479,0.860344357681219,NA,NA,NA,NA,0.9158,321,3
NA,NA,117,0.819930462783068,0.917703489925712,0.860503882507059,NA,NA,NA,NA,0.9158,321,3
NA,NA,118,0.760383744609173,0.918318101651435,0.860926953183194,NA,NA,NA,NA,0.9158,321,3
NA,NA,119,0.79061195432932,0.918253968253968,0.860813634814046,NA,NA,NA,NA,0.9158,321,3
NA,NA,12,1.17264708784391,0.864464753353642,0.747291407167764,NA,NA,NA,NA,0.9158,321,3
NA,NA,120,0.76021376986474,0.918740313184758,0.861586162235775,NA,NA,NA,NA,0.9158,321,3
NA,NA,121,0.774438820681184,0.919082357971247,0.862734481569183,NA,NA,NA,NA,0.9158,321,3
NA,NA,122,0.784027300130383,0.918660146437924,0.86189543123742,NA,NA,NA,NA,0.9158,321,3
NA,NA,123,0.771606518779688,0.918718935385602,0.8622254756833,NA,NA,NA,NA,0.9158,321,3
NA,NA,124,0.76601644522154,0.919103735770402,0.862598429237379,NA,NA,NA,NA,0.9158,321,3
NA,NA,125,0.764178419032345,0.919285447063225,0.863178696348737,NA,NA,NA,NA,0.9158,321,3
NA,NA,126,0.773263383058245,0.920113836780503,0.864966590732754,NA,NA,NA,NA,0.9158,321,3
NA,NA,127,0.772322890425375,0.919622147399925,0.864531677401338,NA,NA,NA,NA,0.9158,321,3
NA,NA,128,0.789913365613519,0.920097803431137,0.865391302202344,NA,NA,NA,NA,0.9158,321,3
NA,NA,129,0.754519916549668,0.920707070707071,0.866377947095903,NA,NA,NA,NA,0.9158,321,3
NA,NA,13,1.20127572922827,0.867412217412217,0.754148197952927,NA,NA,NA,NA,0.9158,321,3
NA,NA,130,0.744411640592654,0.920744481855593,0.866620007086492,NA,NA,NA,NA,0.9158,321,3
NA,NA,131,0.766146572937836,0.921797338464005,0.868377979205169,NA,NA,NA,NA,0.9158,321,3
NA,NA,132,0.745858414028861,0.92216076104965,0.869113526261423,NA,NA,NA,NA,0.9158,321,3
NA,NA,133,0.759638287308034,0.921963016407461,0.869034275859844,NA,NA,NA,NA,0.9158,321,3
NA,NA,134,0.75505315276356,0.921674416118861,0.868941256447479,NA,NA,NA,NA,0.9158,321,3
NA,NA,135,0.761927961728004,0.921717171717172,0.869212478479734,NA,NA,NA,NA,0.9158,321,3
NA,NA,136,0.756469179969442,0.922358505691839,0.870537553882402,NA,NA,NA,NA,0.9158,321,3
NA,NA,137,0.741580460439034,0.922091283202394,0.870323726440581,NA,NA,NA,NA,0.9158,321,3
NA,NA,138,0.746062399922248,0.921487360376249,0.8695127579238,NA,NA,NA,NA,0.9158,321,3
NA,NA,139,0.740149992095934,0.9219443108332,0.869685053146865,NA,NA,NA,NA,0.9158,321,3
NA,NA,14,1.21508271089355,0.866952594730372,0.755479627414824,NA,NA,NA,NA,0.9158,321,3
NA,NA,140,0.738816000408313,0.922254288920956,0.869972536666242,NA,NA,NA,NA,0.9158,321,3
