2.579858490228870096e+02,1.480018418100380195e+01,1.431421177249530047e+03,2.297162818261649697e+00,1.121261629340610133e+00,1.382055632462159990e-02,1.482820290817899768e-02,4.028381002743339767e-01,1.564088643439439860e-02,5.658966650019530038e-03,7.420623546581991796e-03,2.370360581157380508e+01,1.686452536724879908e-02,1.037904029949229985e-02,3.589221543138459936e+01,1.264090926286329936e-02,2.216924135087569928e-02,1.461853568734509945e-02,2.403448137104300031e+02,4.708820061437279492e+01,2.879549354223660471e-02,1.937746475350500194e-02,2.361471076758080017e+02,6.362246416500320123e+01,3.710516244180370182e-02,3.028704561109080151e-02,2.202240664438790247e+02,8.115631430183479722e+01
2.182133176105110124e+02,4.326874606496451037e+01,1.408950943822949966e+03,1.157852184770909965e+01,8.141294183397079109e+00,8.881036606785701337e-02,6.970850757037229395e-02,3.997469434039209735e-01,2.838104296094509996e-02,2.913187226107780137e-02,2.164946269256980138e-02,7.492900810566091252e+01,3.622157244820330135e-02,2.766076737315429843e-02,9.736434533161302340e+01,7.919021140422130567e-02,4.069582805644599705e-02,2.671817107238980138e-02,1.797697933267919836e+02,1.013066324426630018e+02,4.985610435628280018e-02,3.152259063315770299e-02,1.867172655447859881e+02,9.870895873897329409e+01,4.615886582253578979e-02,2.958666591634099771e-02,1.967893462404639706e+02,1.081964921193189895e+02
1.930222623281560175e+02,7.811354746118641401e+01,1.416315588370019896e+03,2.745327274687449748e+00,1.561838499637230093e+00,3.664471116985849874e-02,1.687437051466919927e-02,3.742373879021300698e-01,1.675332135653320037e-02,5.564021950853340233e-03,1.204257212067079939e-02,7.052526042381359161e+01,2.628543320590830124e-02,1.913987342884539838e-02,8.378054076865370803e+01,4.848440573306409679e-02,3.678843616667829691e-02,2.474750578017869893e-02,2.245561219046770418e+02,9.091943505671498826e+01,4.538299923452909779e-02,3.293040382943569766e-02,2.141503652619609568e+02,8.652783978390181119e+01,6.310205170827970500e-02,3.585577570718369994e-02,2.056279203389559882e+02,9.009048859566549083e+01
1.430001962325569878e+02,4.016574943387439589e+01,1.315107051029690183e+03,2.568122052550580126e+00,9.955143765001220890e-01,3.762867327660449762e-02,3.308462944020339885e-02,3.578821680006170070e-01,2.113636699201490096e-02,1.136754078092700078e-02,1.025989574434980033e-02,6.681403024488530207e+01,2.461307506224980068e-02,1.123891379312649992e-02,1.001757955839450034e+02,3.743166238983389876e-02,2.759619342913620030e-02,1.169467513928689785e-02,1.760754135058420218e+02,1.093317950018190032e+02,3.844584758510789790e-02,1.907805121525730022e-02,1.744702087650880173e+02,1.037249482948660102e+02,3.888386116053829666e-02,2.216733649627109989e-02,1.543679650443289972e+02,1.032429818944699917e+02
1.728103154849399914e+02,1.937473080653180091e+01,2.653151487385489986e+02,1.593006906530339961e+01,5.035871127543619430e+00,7.114143845067539829e-01,3.740247833924510018e-02,3.075396632026379806e-01,2.959403337965769987e-02,3.245462880195860295e-02,1.540854865501900019e-02,2.561104886096670086e+01,4.141387674350269915e-02,1.702158244589069974e-02,3.063784361260140088e+01,3.234584799406010208e-02,5.119013541363569980e-02,1.868825030430569870e-02,1.897796872424979995e+02,5.070538970824640046e+01,4.638845207678050225e-02,2.094232437362369970e-02,2.001555891887659584e+02,7.030022602297100320e+01,4.925539135825379722e-02,4.957426092700959602e-02,1.783672528795729875e+02,9.434128510718990412e+01
1.236762251611859966e+02,2.445146190329480262e+01,3.137102213226399954e+02,1.195495150125679906e+01,4.005096519023400248e+00,6.932491844379798929e-01,4.986909759080600940e-02,3.042276604498360126e-01,4.759501114357130719e-02,4.690610447258070081e-02,2.023356098004509829e-02,2.924198019001589799e+01,5.152011059984239888e-02,2.908374325816890163e-02,3.972882286712059852e+01,1.331571510816060011e-01,5.485297683029240895e-02,6.282825788873640238e-02,1.657483381613569975e+02,5.104242435627229924e+01,6.050071919002440041e-02,8.400357071423980582e-02,1.744908461839479799e+02,6.736431060366560075e+01,5.509386322207379671e-02,6.261169765508789453e-02,1.799524170252930162e+02,9.088186335068060373e+01
1.515495858003679928e+02,1.116915247258879873e+02,1.430814102813540330e+03,2.384181689792399972e+00,1.056042262779399943e+00,5.110134390645160174e-01,7.005249769528269776e-02,2.174038842028499785e-01,2.441621186859629922e-02,1.156633763350150244e-02,2.298605771708979797e-02,1.409675566445939978e+02,3.538261060460769908e-02,3.555104321308510257e-02,1.363869051587730041e+02,1.058602195438479998e-01,4.231509637408429475e-02,4.348520600312170276e-02,2.150812486127909722e+02,1.204838550525340111e+02,5.398063099085270017e-02,5.957824910948859159e-02,2.171875000893940069e+02,9.855183027621740166e+01,5.485128907948440963e-02,5.993120295173750417e-02,1.972133211799909986e+02,1.002446997858519921e+02
3.022468666666669606e+02,3.772942166666670261e+01,1.595283333333330120e+03,2.976997333333330165e+00,1.088325866666669972e+00,2.372381666666669719e-01,5.654210999999999959e-02,2.954105333333330030e-01,2.377363666666669831e-02,1.403597000000000004e-02,2.778774333333329863e-02,5.086954000000000065e+01,2.705043999999999851e-02,3.055547666666670256e-02,6.442681333333329974e+01,9.182653666666669434e-02,3.430272333333329871e-02,3.541125666666670307e-02,2.637071666666669785e+02,9.647348666666670169e+01,4.665161666666670093e-02,4.656071333333330203e-02,2.355732333333329791e+02,1.199579666666670050e+02,5.804910666666670410e-02,5.898917000000000049e-02,2.085870666666669706e+02,1.204657666666669940e+02
1.495821533333329967e+02,2.483830333333330032e+01,1.401760333333329982e+03,3.196302999999999894e+00,2.130063799999999841e+00,1.991428999999999838e-01,4.270356333333329840e-02,2.956584666666669525e-01,2.103053666666669999e-02,9.311671000000000531e-03,2.024369333333329857e-02,4.577405999999999864e+01,2.499880000000000158e-02,2.525037666666669900e-02,7.571364333333329455e+01,7.099178000000000432e-02,3.034604999999999941e-02,2.835013666666670248e-02,1.636659333333329869e+02,9.345682666666670002e+01,3.362957999999999920e-02,3.136106666666670095e-02,1.923348000000000013e+02,8.377556666666659169e+01,3.576376666666670340e-02,3.601821666666669974e-02,2.063120000000000118e+02,7.476036999999999466e+01
1.460775786431460119e+02,1.735379986844879951e+01,1.676699677634259615e+03,2.847095363206350260e+00,1.497997373250649966e+00,1.949421747662119855e-02,9.548209390826270862e-03,4.557375719772139289e-01,2.181227304821069593e-02,4.504448480257040172e-03,5.398840504908629899e-03,2.785851615104700230e+01,2.537847574356830171e-02,7.746201345481058993e-03,5.313721141783770463e+01,1.292341180612120027e-02,2.805243572856570486e-02,1.089822404776439983e-02,1.573132882638589933e+02,7.645865459123550067e+01,2.988314063401370166e-02,1.196541846575389922e-02,1.695535165908679858e+02,7.948502226490400346e+01,3.092887237954010035e-02,1.239543193169529746e-02,1.968096695480950302e+02,8.099093274382300933e+01
